delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
49067,24893,9710,9312,7246,6834,2080,571
23606,57673,12358,5151,3331,3039,810,1126
24411,17806,20723,5341,1989,1969,1069,554
52613,9247,2315,2740,3464,2919,975,601
45633,33365,16176,34594,4583,9017,1923,551
35681,68856,24454,13101,2528,1929,1011,444
18376,27999,2306,2037,6884,3227,1317,1180
33022,30837,22075,7689,4608,4789,1890,833
67231,78164,10778,1746,1964,10339,1251,776
21028,18005,18027,27561,4429,5724,767,1461
46828,16890,8966,6556,4932,10270,1098,415
29858,26526,12791,15335,1809,1749,846,830
11908,19808,21823,5756,10924,9402,1086,930
46208,30208,24621,20708,4526,8586,370,1066
52689,13998,20970,6571,1579,6180,1194,826
56849,31086,17658,7407,5561,3274,881,720
59433,18120,39297,7290,4920,4157,975,474
18415,38282,14207,2605,3212,6906,890,1230
24559,17489,5413,9076,2623,7646,618,396
83591,24728,7321,1950,4971,3072,811,665
11396,33072,3806,7967,2850,8054,2140,547
69310,31146,16288,12756,11528,9236,1223,426
22583,39029,13155,1699,4912,4421,1243,255
37421,41273,34224,3888,6342,3305,1521,440
47255,44752,1192,7663,2138,1368,717,574
19447,10470,21331,11771,1343,1871,361,830
69014,32171,8417,2405,5190,2912,1023,834
17548,21007,32160,4524,3283,6321,836,395
16009,50957,3636,10041,18584,14008,1018,742
29417,23935,22184,7646,2192,5971,1420,409
11682,10427,7506,8878,4421,7460,1611,882
32842,30663,8903,4627,6994,6534,1370,279
13110,23926,10322,8806,3199,1137,774,1133
60636,33429,15877,10380,2059,2445,443,383
18921,16040,5627,6360,2211,4703,882,430
54651,60793,1723,8830,1358,3840,914,1045
22636,20349,31500,6332,5769,17322,1024,807
123937,43284,3363,6858,3010,6193,713,578
39794,69850,12348,17449,6535,4615,1232,748
11945,54739,10475,27110,8264,5140,1870,1032
167260,116654,3886,28565,10654,1300,1973,653
79295,38244,6456,10219,14670,2133,1173,718
37824,38847,13114,4554,4612,3154,1196,972
33788,62001,6579,7277,6679,3586,1916,589
27267,43175,12546,5770,10505,1828,820,490
98279,19499,22789,6103,6314,2406,778,278
80424,16321,1526,2325,4638,4678,1072,486
83026,48721,8645,3428,2626,2548,936,1032
37135,41168,25251,2908,2314,2187,958,654
5879,9983,1044,2951,1995,2157,725,565
38925,22276,16441,18413,6296,9198,893,621
36551,28255,19576,6325,3767,1625,1438,587
32517,54105,41956,7949,3472,3900,777,620
25955,11365,11737,2781,3586,5363,1061,392
26988,30136,6686,7034,3985,2588,786,789
17713,39260,12950,5328,5597,7642,1463,794
26605,23948,14255,4892,5010,2839,1433,1097
18416,21532,36014,12289,5953,3560,883,793
21587,37638,2770,5770,5851,1248,1334,586
42655,14501,4949,4474,4581,6745,484,276
29231,10686,2056,18783,1690,2262,932,724
53335,30186,19218,8936,9679,3723,802,385
334337,24391,19490,5033,6406,2825,790,256
24196,79746,136,28935,4827,2200,1719,587
14488,40301,38775,15441,10595,7158,858,649
36884,35221,33346,6555,2725,2250,885,449
24477,9618,9103,4176,6038,2521,1226,791
48702,18145,6604,5406,910,3235,756,580
29181,34786,4997,1881,4638,3104,1634,793
24563,41874,9477,1960,3496,4275,2128,271
31946,38727,28339,5516,6133,7365,514,1129
56395,13640,9291,4154,3464,4026,1205,480
60148,34631,8268,20974,7457,1584,547,803
20570,14703,9459,4664,3499,1446,1369,494
125159,22046,18541,2243,5038,3920,930,689
24656,18310,3684,6551,2036,2752,1622,1135
20247,86942,8693,10931,9309,5261,1600,1053
12897,45329,37041,3163,4037,5811,1385,467
7234,17097,14641,6147,3762,1714,1474,530
42922,11651,9462,4948,2413,5212,1446,307
19224,21553,9844,6431,1138,2760,1607,811
72227,12953,4219,7882,2823,2325,926,447
52493,29529,20724,17473,7360,2661,1201,438
23992,45495,21048,4806,10686,3062,1393,1001
78464,19706,26574,1493,5517,3748,708,624
100972,28502,4507,21133,7961,7839,934,245
20011,36679,28382,6211,4585,3257,1051,732
51813,29523,20265,6275,2621,3821,1014,1069
50360,16264,7151,3288,7240,5233,1103,652
27852,21822,15954,53051,5611,4956,2367,519
60608,88702,27674,2686,10025,8273,1165,258
38111,19531,33806,47184,8289,6145,403,896
26322,13773,4471,15811,2295,6031,2049,684
63530,13116,22223,31079,9804,1757,1204,630
153933,57635,9969,9413,5800,6811,2395,644
24079,38919,37536,9610,5230,1764,1341,368
52844,26598,17406,6342,4854,5723,863,1150
51447,30632,8767,3042,1884,1688,673,660
22259,37280,9780,2854,7610,5044,1032,1222
32825,67740,1704,12782,10990,3373,506,1352
106623,122358,14802,7849,14788,6043,2386,1168
29289,23501,17620,7041,2763,3180,1428,644
17671,18783,17054,4939,4015,2518,1102,860
48940,24202,3010,7865,4832,2540,863,864
53917,41322,3493,15588,8043,11559,1288,601
31471,64277,37663,10388,5171,3450,868,545
3266,49319,21628,18921,1405,4536,825,1440
50694,17117,9426,27504,2770,1298,1108,528
72876,50876,7257,8027,5763,2915,982,1070
19343,62704,16335,14164,3175,2283,4074,947
26136,50194,20239,1690,2989,5158,648,830
58018,91699,3345,624,2949,1799,1468,423
113811,12101,2971,8758,6637,1824,1175,485
317633,121813,26055,5951,2932,2917,827,463
16502,35969,11636,2733,6576,2739,2441,967
5142,23296,21098,3060,7744,2561,1406,506
26780,13412,14981,25760,2074,2048,546,433
57704,18233,38530,6677,4015,4685,1268,1028
39716,15235,7434,6187,4488,3136,1165,1071
54095,16094,30132,2711,5544,2038,1082,961
24116,20392,24322,4149,14548,5592,816,532
26009,31621,4342,6635,5331,8385,1191,851
28605,19143,3459,7926,5556,4696,754,614
48343,44589,25915,10486,3795,5009,1188,759
96172,29074,8680,14910,6625,3694,1613,986
34383,17954,105282,40510,2870,7428,1183,316
17136,21959,53932,21267,1829,4946,655,639
34176,15436,2956,5922,1587,3349,808,302
7416,5928,24364,2405,855,2380,1034,1660
72669,45567,2957,8489,6758,3246,675,769
11285,66085,7043,3894,8126,2237,1812,980
72890,13665,3110,7822,4441,4017,808,2038
58285,24564,2521,1438,1963,2887,612,776
46419,18634,21709,15576,3719,4543,1723,958
64606,24500,2046,7044,3768,2693,994,907
46877,49073,20244,5689,2834,2502,1215,450
99353,42548,7412,14049,7412,6459,2770,747
154309,31049,46596,15602,3325,2283,1702,1178
16409,18379,26261,7323,4932,5982,1359,690
33192,32343,7128,12151,3454,1133,1214,486
27256,4516,5272,7886,2826,2993,531,803
83287,22265,20613,4661,4892,5929,1487,795
11681,56849,64246,4039,1766,2855,790,675
41607,25538,58926,6169,10231,6512,617,708
39665,16428,10416,2555,3610,1620,998,589
51623,11295,17532,7144,13655,3356,1261,846
36546,22249,6930,1647,9853,11183,8225,3558
1365549,84772,14819,21102,13223,12543,5806,8124
905508,71352,27776,20168,5821,19018,6120,4180
317302,156572,29623,18215,16599,22150,15981,5363
246400,127432,30178,10439,11515,15591,16123,9077
90131,13364,25598,11966,5041,18086,3412,3900
941571,106767,7138,19204,12185,42013,5527,2548
40093,28305,21107,11298,3229,2666,2484,1857
18545,25061,25060,2890,9219,6283,2592,1478
24103,14114,37067,5160,9896,3815,1286,599
38168,16437,16508,5870,1314,4179,1539,590
59374,31346,44820,2500,3784,3299,1640,477
81970,12444,8974,5797,6729,2514,1975,973
16841,21605,21403,8215,5376,2921,1089,925
10728,28388,6445,6672,1528,3130,1241,968
31746,42844,13287,2591,1650,8089,1236,1085
28847,19288,18090,9919,12510,2085,1325,718
60247,47988,13773,6738,3610,3736,1130,749
14083,28187,9571,7982,2234,3018,472,1063
52129,15441,8645,6123,5163,1910,1082,855
15032,3491,68715,2655,2020,1835,787,839
11714,43928,16453,8614,3199,2991,961,451
34509,21937,3969,7102,10162,6714,664,1097
127099,34300,12126,11687,5642,4292,800,621
104002,28145,48581,7940,7778,4285,589,722
54832,44735,80452,26394,1668,7095,1137,1156
5396,19142,10206,48844,4689,1969,857,800
42891,29369,13934,3908,3490,3891,1949,576
32301,11353,17260,20454,3770,4416,1165,697
61469,27144,8300,8344,4046,4698,1121,411
43062,23908,11436,7668,1291,4202,695,767
32325,22398,4351,6874,8902,3665,768,1066
20799,61949,30264,2500,4056,2290,2026,769
18251,51995,19219,4431,7162,12763,1089,1181
24927,16291,20783,3165,4279,5541,1264,803
36595,25049,10044,7173,3275,5099,1085,1120
68429,44945,14720,6519,4361,6134,832,677
89657,18739,1938,1187,1258,1746,166,230
51507,29703,22824,14920,3944,5744,1687,196
32295,32912,25300,3774,4260,1371,493,659
81281,26567,10967,62433,5128,10123,1331,862
36563,28775,12907,7827,5620,2412,952,503
20966,27621,27336,17088,4925,2769,910,1283
25072,9654,10956,8705,1429,1816,1369,685
30430,26132,10613,22058,5013,4986,2748,499
47107,17744,20359,5907,6219,3741,1224,498
37918,17707,42044,22149,8114,13537,1182,1444
14009,28975,73867,19734,9568,4610,1281,761
20147,85023,9800,6863,15269,3568,513,303
123510,67030,29525,13743,1577,1836,552,1066
12463,38603,15333,3076,5514,4301,683,645
54227,35060,11539,7283,3789,2779,1523,647
10205,19405,1650,6483,1347,2298,1403,347
104048,18325,5569,5314,10321,8144,1386,613
77233,29754,10683,2281,7099,4664,1978,1173
18716,28569,14006,3772,6866,4889,581,846
22456,25947,20236,16209,7654,4548,839,1114
78031,36378,20018,5129,4061,3650,907,432
72114,22935,21742,12206,4740,4398,1038,764
19710,43844,15273,7940,3506,5871,1416,1142
16863,22371,8579,1454,6975,13472,1760,784
26502,30544,8519,6317,1866,11097,1322,805
8776,16464,9447,3092,11224,3969,381,815
12789,18926,9503,7870,15458,2387,587,819
711086,63775,20645,44701,9618,19558,28552,5588
389399,25965,14111,4069,4867,2880,1498,1925
198728,28317,20456,2058,4593,6943,11446,9015
469414,578300,55582,44384,34170,9589,34763,20157
199231,19532,6588,4782,5082,5747,8821,4330
214396,57172,7808,13234,8920,13801,10809,14254
35180,21750,7182,5565,19702,9904,2678,7029
51389,42492,12824,14321,6311,10303,14209,6518
15753,28590,17390,6106,6450,5292,1638,2262
27508,8815,15625,2852,3024,5954,2057,2137
27247,42131,14900,4857,8294,3140,1889,1298
13210,42099,8102,5731,3659,2627,1671,1458
23822,31531,1743,1963,3105,2904,2691,1643
49272,15012,4418,6646,3696,2111,2388,1316
43299,22273,7201,6768,7080,3985,1399,1737
32858,26267,8742,3243,4048,2286,2080,560
19007,46837,14009,4198,6356,6116,1891,661
27373,3995,10579,5461,2348,2914,1862,610
34831,25417,9402,12780,2823,2832,1130,1368
35858,26378,25662,1849,3585,3170,1085,981
14983,25676,21139,8904,4051,1070,1174,636
20919,14320,5007,6395,7635,5397,1344,1017
25009,31320,5518,4063,3968,2898,1576,902
104120,18035,2149,11891,3239,3128,1236,718
8754,34113,47598,8474,10172,5558,968,1346
17175,57588,5816,2746,11465,6224,939,983
31641,19634,6464,2400,2117,4072,990,997
57862,14477,10864,2197,1805,1810,1150,556
25970,13367,18027,3653,3917,1787,1241,387
52537,49709,7386,2686,4930,2665,1023,594
43652,13220,7329,8021,1276,5076,1030,637
52707,20541,1696,7475,5697,3531,2261,1134
35056,19877,28492,3709,5881,4015,1114,814
11508,6075,11078,10808,2002,3393,559,1688
18043,52608,6750,5550,8759,5063,2741,1492
11166,8382,10568,2369,3974,3355,1224,1214
8363,17852,2599,1671,3384,2252,537,1225
4049,32838,9585,9201,2763,3644,445,714
13321,12869,7373,3910,842,2938,1466,809
14375,18606,8292,7826,5993,3721,2093,733
4087,19274,3610,3972,8148,2679,2203,435
32242,20251,8750,2920,4102,4523,842,637
5546,12749,1785,5000,6167,4201,1196,1140
8096,72831,11318,8680,5899,1813,1292,734
19864,41186,12667,3446,1494,2499,1302,515
48533,40529,18010,4466,9325,1568,750,969
52911,46455,15245,6509,1786,1240,773,539
43329,32698,17223,4370,3011,3460,976,617
29637,65708,1407,6609,6590,2405,1034,644
11604,27496,4973,2039,10522,3845,645,729
67462,19507,4660,2769,2828,3806,1169,412
27227,70947,11138,2259,1817,2194,1391,1068
42602,9074,10261,8764,3876,10281,1336,1087
53209,37381,3086,2495,1873,4034,822,919
59849,44951,34526,6315,5090,2763,488,671
8511,25510,7984,6909,2156,4266,1216,617
24295,5803,13774,17209,5142,3516,1114,1019
12019,22483,31947,3750,14455,7918,1435,1100
67514,28705,12610,6238,21413,9154,437,701
65106,98768,78414,4419,20609,4196,1268,333
27689,21681,32866,5727,6578,2600,766,645
15053,11318,1706,8219,8948,6918,657,1029
55496,25134,9747,8296,1553,7815,1220,478
62050,43876,4919,2052,5799,4178,562,474
22059,19265,14343,2851,5966,1973,1903,341
102946,8700,3755,4744,2879,3918,884,255
32832,28081,3801,7013,5816,4596,1856,1205
5624,27243,12214,11260,2689,3713,901,478
30060,9768,11363,3678,2294,1065,850,439
11714,24122,36248,9715,4115,3701,777,875
35105,27997,1829,4174,3615,3762,1717,714
28724,36221,610,5265,3386,2254,963,444
82116,8666,3720,7724,4093,2168,895,657
37433,16799,20153,7601,4968,1223,458,634
35016,32466,4526,330,2912,4018,1933,607
28991,28299,7029,2418,1782,3328,664,1224
5144,25149,3570,3939,10158,3007,557,522
52375,28552,20890,3492,5646,2407,1323,1356
61767,32416,6063,4734,1972,1773,1165,638
28618,16028,4318,3101,4663,3652,1186,877
39259,12100,16721,2114,2118,2141,1649,995
17297,68142,10340,10173,2405,3113,946,890
17103,21651,20811,16480,1806,2793,540,369
18280,59917,13920,8370,3349,3136,1050,579
22591,34824,2820,1939,3241,5424,778,295
55532,25912,9117,8665,5278,6025,1242,347
41024,21418,11967,7226,3919,6751,972,897
61303,19158,12359,14534,7000,4395,1152,912
41563,22622,20419,20590,8229,3193,1012,610
39321,17160,44250,1791,5198,5329,1029,977
63154,32725,13530,2424,3630,8830,659,327
37715,15144,8472,14050,4204,5234,532,532
84014,9143,13349,5197,3607,3145,585,394
10330,28880,10019,5281,3599,5169,691,1095
58004,6115,3226,3157,5638,2338,1140,586
49131,36889,49930,8520,1689,1821,472,651
48085,23592,15929,13141,6560,4287,1086,845
71249,57971,6749,5619,3225,10058,862,382
50777,66896,7860,31387,5348,1771,872,1109
91422,10143,4383,9455,1447,3307,673,621
39027,17657,22923,13740,6351,2930,775,442
16892,26374,63159,646,5460,3722,1252,970
63944,135749,10685,11461,3116,3831,1189,500
34024,11827,4752,4610,10742,4423,657,342
19956,18627,7940,10147,11260,2624,922,523
16663,62269,3249,4587,2505,2067,1470,1117
112598,38359,40081,6073,5721,3180,1877,417
19555,64528,5581,2547,3065,3332,1000,701
36302,15404,10055,1100,2466,2749,1114,531
86669,18571,27958,5234,1994,2658,1046,954
33950,12940,12431,6170,2693,2580,920,878
16696,42360,15502,3289,4291,2917,885,1455
28507,10210,19779,5910,5178,5860,1282,600
20553,6334,14856,4100,1183,2664,626,363
25583,16129,29869,13273,4174,2413,699,542
47518,13443,3831,3743,3637,4664,2034,456
86718,25483,5487,7442,4293,6235,1037,745
42541,16980,12259,3890,3101,4488,849,748
42234,25783,5766,15518,9640,4895,906,648
115627,50424,5715,8708,4354,3802,824,981
14850,20752,8412,1599,11060,3747,919,1282
48512,61593,6156,8054,7637,3863,718,612
45734,20250,39203,5343,7690,3747,1856,640
10865,35796,25348,11994,3084,3665,2594,776
130090,47396,3519,9488,4452,4990,953,492
22241,23915,24299,17064,6194,6217,2866,528
169395,15318,7029,25505,6648,3299,987,463
82702,44619,19334,3711,5617,3145,545,1448
28515,15443,33926,8118,2981,3022,866,369
28932,14717,19081,14107,3658,4883,1531,912
34749,28589,45135,6413,2420,2073,862,484
19966,12169,6274,3106,4921,2764,822,1422
31440,30306,1467,6037,6696,3175,793,1472
36666,25218,6519,11431,1185,1977,1420,577
22489,27472,3016,2231,8244,2151,433,476
47066,16764,24142,4575,2072,3286,165,552
32681,31727,22653,2647,5299,3963,813,465
27914,12370,11185,6905,1386,2103,1080,1081
123435,73546,38331,13414,6520,2416,1822,481
55960,9050,7387,31173,1793,1747,1148,795
20829,63517,18082,4401,6204,2140,691,373
51689,26563,4748,5625,4360,2317,1041,546
33290,18093,14825,8326,3731,5678,2102,938
13738,12317,25934,4681,4590,4948,1152,681
32210,43264,5734,3996,2278,1981,744,637
48052,14363,4516,2043,4134,2310,556,409
70172,65707,10232,2231,2685,5056,1025,432
50692,8406,15155,14885,13865,6352,1625,470
40840,23940,99938,11630,2238,3356,1435,1045
42417,27397,8205,16640,4807,1906,557,1026
34523,52653,15563,6706,2814,1521,569,988
38309,16755,3554,6523,4280,1367,408,741
52945,17099,2831,21682,5295,3844,1226,1050
19699,24238,21527,7506,2522,2640,1271,500
11403,14135,19971,1273,2812,1644,750,664
50350,38098,12875,12653,3862,3684,1108,369
38783,69674,21602,3686,3869,4589,1286,1072
83416,31854,6222,7955,798,3270,747,868
14079,25372,9171,23947,2043,2803,936,354
13400,28732,29023,7030,2006,2526,1331,422
56957,53358,21414,6078,1997,4297,1101,959
13646,21235,25133,8589,2668,7387,2110,919
84255,12246,8849,6522,5336,5291,958,681
33013,9753,28551,4113,6102,3263,2004,1071
21920,24984,4869,4079,4760,6782,976,820
53315,18958,10551,3936,6448,6853,1245,691
22909,35893,5591,284,5053,3035,1869,944
30563,9304,23986,9211,8434,2705,1014,521
8737,6977,7676,2948,2943,3545,1080,725
4842,38703,9075,2259,4368,5626,371,614
32963,16759,2287,3825,4730,3240,510,513
29800,28681,4846,4441,2080,3932,1533,489
18756,53310,921,4818,3356,1230,1492,338
29231,18969,24801,1409,5398,4378,2103,427
5194,23620,18682,9841,1940,2996,968,436
43232,25579,157,2536,4664,2453,635,506
4471,47583,10110,3985,4694,3885,774,334
33190,23784,12374,6001,1161,2963,1323,461
81122,52963,23634,3541,661,10256,1062,791
33849,8295,1340,7542,8081,12870,2191,1192
18672,18960,8031,49223,2212,1494,825,866
52760,11015,20087,9071,1496,3841,929,744
15000,40426,9220,17729,6739,2537,798,543
12089,23570,5169,12122,2864,2269,1671,906
31212,64750,20193,5728,4889,2481,763,1353
67829,53437,24337,19255,3871,3237,1088,1107
115140,7007,9129,2593,907,879,462,207
60781,135292,55415,18487,2833,4341,702,1485
149202,71865,13870,11585,6623,7739,623,697
33466,67947,10767,7496,6648,8024,1739,844
72340,21529,1706,4814,3667,7672,356,1192
19886,32622,68344,9518,2949,1218,1043,433
6758,15689,8503,3571,7535,4362,1052,859
42010,21972,11820,10615,2541,1832,1419,724
8339,65345,8251,5043,2867,1936,507,739
22916,2123,7295,6929,4300,2506,895,823
409123,104240,26310,3980,2850,757,753,607
38635,22247,8472,14246,2689,3280,710,609
51602,24165,15408,4009,2607,8509,837,1084
91951,67963,28088,21610,5355,2097,394,488
7567,30547,11936,7473,14924,4376,1485,321
42005,19527,32712,2086,3313,1970,1150,796
70609,50629,3586,5276,6861,4233,1241,1273
36261,70817,6756,7625,2579,3189,694,1186
54734,85915,4851,3909,6958,3885,823,777
44797,52729,58184,2753,3073,2919,1167,775
35243,47202,11003,3623,4428,2204,1052,1484
22885,57844,10563,5872,3428,1793,1171,796
45258,32936,6239,5963,5156,2458,675,734
17828,21992,41498,5768,2723,1790,671,1314
17250,31126,26473,2455,6441,5136,768,441
29377,158965,5307,3185,5636,2362,478,1245
75975,41693,32286,5562,6666,2264,752,703
57471,19527,15994,3140,6353,1361,522,1160
26369,28552,8116,2854,4336,3256,939,788
122000,25512,8275,6145,10993,2444,800,767
13867,54239,21362,5873,8796,7501,1674,2790
204396,20791,15274,25010,4463,1957,2038,1082
49530,35448,9471,23608,4961,3051,3235,1169
31592,115645,69981,15430,10505,7283,741,981
715588,377607,28425,44375,6480,22722,23733,11109
313963,15483,396,1393,1642,1931,8275,2087
1720850,169576,42369,6804,7926,35312,47740,33453
42851,29688,52051,13408,9072,10559,20868,4668
30082,33324,61872,26407,5985,7750,1148,3578
6585,19195,12554,3656,2239,12489,1651,1040
41890,65559,61077,7394,4406,10445,1642,853
3141,47245,59809,8782,1884,4382,1853,1129
30716,32483,9681,6127,3794,6111,1264,1562
19386,40399,11206,19409,10434,5620,651,815
67731,20462,25222,24348,6488,10009,1026,2176
19641,40754,2898,9593,2876,3036,1153,988
16887,26188,8217,15430,7905,10595,834,696
15525,13109,13005,2160,2092,2928,1037,466
25767,21940,10112,1911,3478,2843,1351,930
15551,21545,5702,4037,10421,2281,1263,632
10859,41091,12621,6855,4954,2398,954,712
25494,19294,7222,6787,3318,2114,1354,823
24609,10936,6981,6627,3553,11359,1916,934
56175,19584,7784,3943,5386,2523,1256,1154
59416,8247,4011,7330,1132,4499,2491,1393
18588,24835,7644,17039,6935,3113,1054,795
11764,11607,20794,8875,3567,5744,879,1233
48705,6849,11923,11822,3391,1999,939,1128
37116,11696,15947,2468,5402,2394,1415,695
19047,30214,2752,8882,3611,5033,737,662
64499,15368,17567,9117,2164,4112,1358,1228
46333,10183,21207,6531,2728,2233,1424,878
13796,18697,25711,6773,1010,3099,1478,979
36126,19429,3347,1179,3300,6476,1108,1211
33467,17018,35962,8201,6646,6293,684,353
16780,50158,14778,2916,5106,2787,1377,554
32346,8777,4921,2753,3584,3675,791,406
41935,29201,7541,4518,7218,1788,849,873
81021,21469,2596,11884,4285,3649,1104,1174
