attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,result
38,29,926605,114623,11623,30616,11623,10966,11765,7853,1
38,23,1649346,556512,85774,30254,85774,61578,52643,26335,1
38,30,1062506,62311,47744,13298,47744,10117,10766,6139,1
43,37,325960,56356,1437,31891,1437,8737,16827,7349,1
44,35,453877,334065,63468,30924,63468,34255,34070,26857,1
50,38,405173,48569,9065,16120,9065,13456,12311,8472,1
44,29,3199169,481889,60024,77692,60024,25452,58641,28813,1
40,34,1557637,744913,446360,205873,446360,84725,203440,75659,1
40,40,507258,94866,60619,5599,60619,12916,34386,31360,1
29,51,735001,50064,57329,38529,57329,7038,15601,5281,1
40,53,847238,811703,202520,157189,202520,152425,84843,79760,1
44,47,2344935,115905,23096,10569,23096,15599,6521,7169,1
43,27,1033338,141705,3707,6883,3707,11288,6589,7687,1
60,23,1601043,9220,4006,17271,4006,9688,12854,3413,1
48,17,830248,125661,14640,7172,14640,5436,3559,4745,1
37,14,835172,469132,54072,52129,54072,15013,5991,4472,1
24,11,39534,317825,2716,9924,2716,6745,6654,2786,1
7,1,566291,257001,3702,4106,3702,11365,9361,2475,1
17,4,133395,40377,68837,4600,68837,14055,6792,6261,1
29,14,1561899,42402,14669,18998,14669,7939,5875,7207,1
43,30,158801,75171,18313,2371,18313,8348,3375,3369,1
48,61,519211,13129,17502,6781,17502,2589,1832,1629,1
34,53,2239702,358661,45399,92663,45399,12822,15497,12673,1
41,47,337302,3789,1106,230,1106,1290,712,213,1
77,60,165992,10877,1462,9794,1462,6955,873,129468,1
74,60,1256703,297786,49494,42190,49494,36420,1714,496606,1
51,66,181653,124930,13746,29687,13746,4957,757,134889,1
21,56,326021,647647,68501,28191,68501,19181,3287,523932,1
27,44,338888,206228,32349,24781,32349,14874,3673,523366,1
27,34,1749125,627384,29677,14192,29677,18939,2361,494954,1
43,38,332458,83165,26519,4420,26519,9563,945,122424,1
40,53,281473,26510,41412,6373,41412,5811,304,131315,1
51,60,137656,22925,16340,5073,16340,5984,492,136192,1
61,74,154815,48910,21190,3148,21190,5113,1130,129629,1
88,61,2049886,161845,10582,47882,10582,31260,1968,518983,1
94,64,400583,75153,13733,62579,13733,23876,1770,537410,1
93,61,692854,166896,47061,35909,47061,30552,1901,551275,1
53,69,1155427,168069,74410,68123,74410,23422,2790,557392,1
70,67,523116,98079,57472,4995,57472,38201,3663,553862,1
81,70,225194,12331,4030,980,4030,2168,199,32590,1
90,69,251729,31353,22394,27702,22394,20815,2463,551453,1
80,70,986238,209480,160459,33571,160459,14056,2600,533270,1
74,77,328516,79577,102635,6068,102635,25664,3367,505522,1
63,77,204106,70291,8340,14623,8340,5439,379,115838,1
47,64,148157,57081,3752,6240,3752,4391,524,114529,1
69,54,1089937,16065,26130,24100,26130,24635,2474,536167,1
81,60,164519,90564,19539,5102,19539,13230,467,133826,1
88,67,135874,89967,70613,8927,70613,50187,3425,540680,1
100,57,746102,116567,31504,2693,31504,34790,1335,553124,1
96,61,635242,35760,35187,8071,35187,4207,1237,125633,1
96,64,83537,15203,9377,1876,9377,7650,717,128556,1
67,75,309973,14644,8797,36093,8797,4210,361,131029,1
74,74,831600,88411,26492,35317,26492,27642,1525,674130,1
90,78,239539,65995,40145,4984,40145,35720,1243,373717,1
93,67,492226,293030,56584,118727,56584,51571,816,575538,1
93,60,269298,187174,38792,13955,38792,32979,902,319836,1
90,53,769945,618155,121039,26795,121039,91823,3444,817061,1
70,56,310382,46063,33991,9693,33991,6546,586,162614,1
78,54,1076059,642013,252823,55279,252823,187344,5149,1682845,1
69,60,1095349,1125513,174545,360186,174545,113773,3035,2081697,1
67,63,189040,345560,77182,61226,77182,54046,1637,586609,1
88,48,652750,270763,49738,2925,49738,149025,1803,769083,1
83,47,1177425,235686,53053,44511,53053,48994,2609,728024,1
97,47,245585,73707,50453,3603,50453,36114,939,228974,1
100,37,754157,793040,58299,29674,58299,176540,5105,1002863,1
84,41,1524583,951512,169784,108539,169784,127953,14378,2047562,1
75,47,141506,26249,9145,9094,9145,2322,606,80167,1
43,26,42051,85640,2628,1388,2628,1447,1081,51360,1
29,38,2887905,344592,103836,41647,103836,27353,12895,854188,1
17,37,153905,125654,13409,16215,13409,6441,1667,270109,1
13,30,355313,29432,2766,6469,2766,1525,1591,68347,1
17,47,1238785,154506,36017,20432,36017,4678,1351,262682,1
1,38,230071,62256,1200,7816,1200,1023,209,65229,1
3,34,284504,279236,30162,2734,30162,13935,10076,180292,1
40,37,73697,106073,39297,23719,39297,23159,42917,40786,1
74,47,95639,51472,16861,21223,16861,24033,15421,50356,1
87,66,21545,12120,22841,17475,22841,7409,8658,13786,1
100,66,16916,6243,9138,2137,9138,13958,1953,42942,1
100,70,7172,7250,28193,10310,28193,25601,3135,18532,1
100,75,17076,14816,7821,15294,7821,15390,10447,12934,1
100,61,44999,12234,5930,5524,5930,16334,5478,22160,1
100,56,92573,65746,9201,4749,9201,10020,1566,65635,1
91,43,360464,791466,26989,116210,26989,154079,5094,1114246,1
66,37,3304602,1086481,325327,42409,325327,56469,3665,835521,1
38,47,2045316,28657,17764,12861,17764,2192,2278,230745,1
29,50,22259,5808,870,950,870,453,242,14636,1
10,60,842787,163780,33969,61365,33969,5718,3258,278398,1
14,66,46412,2975,1890,1444,1890,374,145,16627,1
16,47,537678,26433,687,1111,687,1313,995,59074,1
16,56,87090,30004,31283,5141,31283,4291,1190,62362,1
29,51,82295,7602,1214,1159,1214,813,181,15766,1
17,50,147604,44877,16493,10718,16493,1216,586,64691,1
7,61,354491,137847,22525,16006,22525,2661,1262,217578,1
1,51,1949896,654161,69911,127208,69911,11815,5617,901338,1
1,56,789186,30706,12161,1211,12161,1097,257,60853,1
1,54,227848,15577,9202,2842,9202,3074,602,63603,1
3,53,35410,10178,604,1806,604,268,382,16184,1
17,53,289832,19675,5501,2203,5501,1916,412,64387,1
34,51,977659,37771,5636,11296,5636,5663,4680,268653,1
26,30,311745,42931,7517,1853,7517,765,319,66369,1
8,21,715856,502940,36963,22852,36963,9466,2211,246055,1
10,34,61628,5614,1997,469,1997,484,115,15650,1
1,44,547182,24108,9357,8510,9357,1285,624,66405,1
3,48,617384,172927,41761,13525,41761,6382,2507,256462,1
13,61,222877,33871,19742,3832,19742,2990,1565,64045,1
1,56,274079,51028,4751,6827,4751,1251,297,58209,1
7,51,262203,27973,7979,2839,7979,2041,474,63085,1
8,44,482596,139570,6163,13614,6163,5603,4300,249427,1
1,40,94020,7978,2033,926,2033,249,99,14887,1
14,48,471616,10276,4502,4060,4502,1347,451,59702,1
16,34,228376,40148,664,1465,664,2910,331,62093,1
21,44,1442127,75441,26567,20900,26567,7529,822,240765,1
21,35,412075,254008,9024,18811,9024,6695,1843,256529,1
23,27,324868,21695,4448,1878,4448,2288,506,59304,1
14,44,232359,61346,19987,11345,19987,2484,477,66350,1
11,43,105202,5790,1421,1472,1421,376,126,17344,1
13,53,227724,31366,6714,6300,6714,1160,369,65352,1
1,61,298889,19742,3822,11213,3822,512,400,60314,1
7,63,77760,3656,803,2236,803,493,174,17206,1
14,63,65378,4670,459,1943,459,589,36,16059,1
20,51,64482,5701,3051,1458,3051,621,171,15859,1
20,51,42355,3985,2618,809,2618,467,74,14515,1
23,56,143162,12074,6702,6466,6702,2896,367,57265,1
35,75,399962,11205,5123,4112,5123,719,280,61893,1
34,66,379310,80305,13108,10641,13108,4813,1350,264754,1
24,70,419843,49492,20568,71288,20568,3895,1525,257592,1
17,67,63441,34906,15703,4714,15703,3201,1000,62904,1
14,57,254922,57089,5298,6116,5298,1958,731,58792,1
17,56,276941,28215,3487,4321,3487,2225,895,61010,1
11,41,546966,65548,6098,7190,6098,1029,438,61614,1
1,41,984219,128820,30439,42052,30439,4804,2372,236751,1
4,60,227643,8840,18235,1495,18235,974,397,61029,1
14,64,472956,18057,2011,6758,2011,4171,670,65352,1
35,64,1575692,57661,7107,7543,7107,7232,1092,209029,1
47,60,207025,6685,1401,1214,1401,793,524,60508,1
41,40,1031814,144960,14382,6236,14382,4029,1645,228014,1
29,47,209286,10515,11446,1769,11446,1060,266,61755,1
21,48,301915,421490,14318,112469,14318,24787,2814,904110,1
29,43,58443,5083,1476,590,1476,508,96,14212,1
29,37,783311,168088,6144,15428,6144,7261,874,218521,1
26,47,326727,12978,7947,2859,7947,959,461,57808,1
21,35,439562,223706,14443,3974,14443,7716,2462,197358,1
14,29,131655,34358,3149,2836,3149,1360,301,58097,1
16,43,82432,17032,4900,8466,4900,1475,1278,55012,1
14,41,801213,188922,79309,39947,79309,11149,6630,815955,1
7,50,136458,54589,6867,2693,6867,1011,597,55273,1
3,47,368783,215285,5736,19883,5736,5691,1264,218022,1
1,51,131060,24428,25493,7244,25493,985,460,60646,1
1,51,308305,29001,7166,4517,7166,1630,418,61891,1
4,56,1316154,88022,18541,1380,18541,6376,1149,208613,1
1,47,787708,173181,59074,8119,59074,3035,1432,224797,1
10,57,342664,40346,55310,5083,55310,4795,1213,231854,1
4,56,2033110,662165,97524,89154,97524,20183,9764,923069,1
1,47,193335,5310,158,151,158,190,96,13777,1
4,38,85537,41069,1585,4626,1585,914,432,58276,1
1,34,1687669,61163,34593,3940,34593,2992,985,228531,1
1,38,2236994,250322,107248,56607,107248,6845,5970,919934,1
1,61,956133,39684,19724,18543,19724,3300,2179,224061,1
1,67,451015,356053,97907,41782,97907,13234,3371,981174,1
1,61,912552,175065,33683,6298,33683,5047,2870,231546,1
21,60,465226,32635,6323,15598,6323,7772,1632,234356,1
17,51,984051,443763,128600,18106,128600,20235,3069,875768,1
27,48,477460,10336,2105,1793,2105,825,181,54658,1
27,44,236774,17603,762,2622,762,1129,366,60742,1
34,51,945285,106338,60079,10801,60079,7696,861,241556,1
30,48,1517211,86359,15224,16075,15224,11127,1834,186960,1
30,54,249100,75918,13599,17410,13599,5858,1540,216857,1
26,53,88221,35218,16413,1668,16413,1754,350,53628,1
27,56,323277,11739,2611,3423,2611,750,317,53729,1
8,43,393233,40058,1083,3089,1083,557,327,53723,1
24,43,103138,21490,4828,10355,4828,5769,1732,247910,1
16,48,158728,40672,26949,10897,26949,1335,865,221545,1
10,44,487543,79272,2430,9487,2430,3055,2672,237387,1
29,53,590925,152959,44413,11776,44413,16156,5415,976773,1
29,53,1389171,45030,12614,16214,12614,13543,3208,208616,1
41,41,199093,27765,4321,2000,4321,1707,200,54072,1
47,48,113377,5616,947,861,947,394,67,12744,1
38,47,176667,36132,4226,6315,4226,1595,280,54447,1
27,40,647639,167046,1496,27262,1496,14301,1686,206041,1
30,41,604971,153084,26257,25372,26257,13662,3320,208747,1
53,50,1178721,12439,16583,14362,16583,15639,2303,209526,1
54,51,691339,124258,34004,13420,34004,7468,2089,200180,1
57,64,161310,10012,10448,5622,10448,2181,379,57165,1
41,60,110372,50122,5763,1423,5763,883,409,56245,1
13,48,455245,55938,5729,4545,5729,1770,469,49677,1
17,48,230772,22785,7039,2329,7039,2123,750,52111,1
8,40,97996,20206,5616,3196,5616,982,472,48769,1
30,48,99425,8005,4210,795,4210,1927,251,51311,1
41,54,302497,28669,4524,7600,4524,2462,1396,53604,1
41,60,1704935,179195,87642,27846,87642,19613,5428,816838,1
47,54,1392880,320400,47733,25180,47733,20676,4607,836453,1
29,47,66035,37767,3715,1856,3715,1446,655,55616,1
41,47,470146,4986,420,2263,420,1362,1104,46174,1
29,35,1080911,179098,18742,11927,18742,4195,3713,198644,1
26,29,232667,154051,7552,8678,7552,6216,4830,176861,1
29,44,382401,64500,8056,9708,8056,5050,3341,171214,1
29,47,169738,17045,1546,2406,1546,469,1101,51345,1
40,61,141428,8027,4259,4010,4259,1651,549,47515,1
24,47,747559,202573,38890,16740,38890,8414,5394,191619,1
16,47,2393731,159129,52602,7106,52602,3764,2239,197268,1
10,43,451243,13838,1450,5646,1450,1085,1079,46393,1
16,41,135147,34308,5234,2107,5234,2653,1053,54034,1
16,48,954368,507569,106712,84958,106712,23141,19737,718782,1
17,40,459802,209325,8500,14894,8500,4851,987,213399,1
10,41,553047,15195,4162,3782,4162,601,272,54913,1
1,35,840104,239546,7611,15627,7611,2200,1502,211018,1
1,38,738015,238907,50726,78609,50726,9287,4238,925312,1
1,41,357354,5882,1110,392,1110,286,1422,53962,1
8,34,2125526,271881,9715,34719,9715,12651,8325,852060,1
24,44,205232,19839,8149,2517,8149,1363,718,39843,1
29,47,706721,33476,8160,13550,8160,2448,1319,44791,1
43,50,401494,9179,2874,770,2874,1802,740,41605,1
47,60,790004,102197,12543,52019,12543,10141,2973,166547,1
40,66,128300,21409,20974,8329,20974,968,1567,50317,1
50,61,1814499,203985,18157,69372,18157,36176,25957,792337,1
47,56,1148349,160354,20829,7399,20829,18636,4456,193595,1
50,51,1499916,49421,11411,7354,11411,5954,5671,189698,1
47,40,2546372,900186,42397,181028,42397,15724,18636,936861,1
30,35,661656,186546,22578,7530,22578,6173,7443,199917,1
23,43,76934,6004,1413,1434,1413,386,199,12695,1
26,44,79507,9455,3048,1286,3048,731,174,12450,1
35,53,744820,94884,23357,13526,23357,9598,4723,186876,1
38,51,446948,57629,29038,14054,29038,6646,3068,181963,1
47,63,274909,9357,6751,3822,6751,1292,951,50520,1
44,66,511251,69631,30996,14325,30996,5138,3274,201169,1
40,70,826758,49325,30758,12329,30758,3760,4888,186714,1
38,63,386818,124262,6508,17801,6508,7774,3540,194120,1
30,48,38008,10805,1031,385,1031,427,297,13047,1
35,43,871617,312171,58985,82770,58985,25275,14571,734363,1
35,38,251497,19667,4323,2741,4323,1024,610,49744,1
27,47,740473,265769,125354,36158,125354,12172,22752,880546,1
26,48,285232,88227,4705,8562,4705,3415,3063,178823,1
17,30,832781,122448,1250,4994,1250,2950,7140,175632,1
10,29,2870588,273955,27851,38767,27851,6365,3344,213695,1
16,21,712465,334984,39419,31097,39419,22509,11704,756722,1
23,20,906714,81610,1613,9607,1613,6409,4031,200469,1
17,27,195184,44179,3459,3233,3459,612,452,47307,1
24,26,43791,9129,393,1610,393,409,165,11678,1
17,23,1261116,584114,35251,29995,35251,16001,8690,751487,1
10,27,640274,149000,25804,9325,25804,6041,1973,202140,1
26,29,200449,12846,2045,1228,2045,1004,700,47188,1
27,34,1823690,102583,28142,6592,28142,6732,1568,203536,1
30,41,1032345,126063,24837,13738,24837,6314,2269,180171,1
51,48,1123085,80216,36648,22585,36648,28249,21661,763761,1
43,56,106071,21892,8423,3228,8423,951,448,47509,1
40,61,509885,210053,86524,53644,86524,11213,2541,697975,1
40,54,577510,103220,3174,12769,3174,4169,2736,193697,1
10,41,772662,784070,26240,37249,26240,8351,20084,718323,1
16,35,608478,240911,5419,63333,5419,14820,22989,825894,1
20,35,441939,125260,30244,54345,30244,9459,12741,716274,1
17,43,1114975,88104,23441,15097,23441,3982,1901,196871,1
43,51,866827,115878,23661,6925,23661,19916,4801,726347,1
48,51,643396,60216,9188,10351,9188,5419,2950,196343,1
51,50,258280,66632,19857,12111,19857,7632,1603,176235,1
50,67,1469049,25573,42906,36551,42906,5155,5237,209076,1
56,63,585213,30919,4289,2121,4289,5359,3495,170335,1
50,63,506788,87134,40361,7193,40361,4692,1635,174544,1
44,66,1163333,66906,4413,40235,4413,5596,2172,170247,1
30,44,1397111,688114,84727,14390,84727,10984,9079,773928,1
17,56,669590,61466,15624,35497,15624,3625,1791,199518,1
13,41,247937,129474,7550,1918,7550,3003,1585,191615,1
17,26,369189,55850,2512,3330,2512,5933,8067,737451,1
34,35,219307,147741,30362,40851,30362,11543,5786,774539,1
53,24,127773,30694,4800,9098,4800,11833,5034,803856,1
54,24,832377,417906,7291,24695,7291,10599,10619,730647,1
43,34,1365012,230577,34285,26530,34285,7538,10289,811903,1
37,27,584655,405312,60470,35477,60470,13502,11950,677233,1
21,35,473192,25337,8696,8827,8696,2567,1167,189482,1
24,38,156343,192926,14823,5971,14823,6690,14380,779264,1
30,47,439359,48824,7547,32125,7547,4690,6611,697393,1
37,43,300042,253020,28646,13668,28646,13187,6498,734814,1
56,40,389329,37713,16612,14207,16612,9647,9761,768364,1
67,29,557967,67526,13767,9151,13767,18399,3088,754238,1
74,34,645785,128433,8417,19840,8417,9460,7274,694695,1
48,40,288799,24701,2546,3156,2546,907,364,41978,1
26,38,167869,73035,4838,6508,4838,1709,2668,177302,1
24,34,580010,101948,1853,7821,1853,6223,1513,177785,1
16,27,30149,29151,7660,1059,7660,662,543,44579,1
13,24,451811,727599,61127,41050,61127,17580,6047,694246,1
16,24,486922,103324,8432,7307,8432,3661,4093,166954,1
11,27,1049874,308666,37466,7390,37466,10551,6399,714378,1
30,29,1836128,188571,22036,62968,22036,36218,16189,670334,1
29,26,129913,153697,9561,5738,9561,3226,3236,167564,1
26,35,460589,42965,11282,9499,11282,1572,1672,191112,1
27,40,523688,83318,3530,14564,3530,3727,1307,172050,1
20,38,1900078,117220,30408,14748,30408,8448,2012,733183,1
29,53,795846,87466,30113,24623,30113,7073,6205,762262,1
56,57,1777848,160910,38479,15215,38479,15581,4811,696867,1
63,57,69503,30160,2350,9226,2350,4783,2769,173777,1
66,51,131138,171729,29669,13342,29669,13961,4345,663433,1
69,50,103648,34516,6798,12884,6798,14112,5272,706571,1
66,44,288296,40961,569,6591,569,2395,2652,173102,1
69,41,236606,28499,7244,3302,7244,5660,3721,705053,1
69,38,437918,139140,12147,7968,12147,9754,3951,695293,1
57,43,10701,76147,28833,29284,28833,11725,6533,740770,1
63,44,237523,199800,30209,22897,30209,20668,10065,727996,1
51,51,1078770,162909,35532,57687,35532,12665,7059,655404,1
38,56,145404,366088,18889,57487,18889,7868,12663,696289,1
41,50,239964,177820,69656,3344,69656,28771,15888,766587,1
48,61,313617,46849,33698,47289,33698,21691,10931,712866,1
40,47,813625,877028,30378,37032,30378,19420,9014,652096,1
57,51,50232,57870,25213,9734,25213,9746,8008,686513,1
48,43,590358,243590,9329,21354,9329,14123,9376,696433,1
44,27,228559,46700,2039,8415,2039,6345,1168,150795,1
57,44,831296,38258,18864,9191,18864,4754,1009,159063,1
53,47,1071577,41454,13668,14491,13668,4701,3683,142496,1
57,54,494972,280677,1039,94548,1039,25465,17765,624119,1
56,56,1769672,62625,12014,5972,12014,7501,3100,146580,1
53,50,1003508,261238,8046,70199,8046,17418,11088,575233,1
47,48,610642,224467,80249,19212,80249,10371,10249,599877,1
43,60,73734,4931,5608,1574,5608,701,190,41627,1
40,57,391721,62531,9796,4102,9796,5409,5393,666799,1
47,54,338417,12659,2480,363,2480,1615,2078,188417,1
44,48,969841,204328,14992,18522,14992,6636,7622,698835,1
43,41,334943,187565,85473,23265,85473,15023,4417,686402,1
48,48,57108,44795,13750,13458,13750,8377,3784,620971,1
48,53,682103,138370,19857,29988,19857,16937,21857,684453,1
54,63,1211599,99117,58831,35912,58831,10154,10503,657466,1
64,48,481997,78178,1255,7584,1255,10380,11628,672167,1
67,47,36887,23945,8449,1970,8449,6523,3692,655992,1
74,43,412456,105724,3673,24497,3673,21700,5204,694123,1
77,35,111292,9351,668,1680,668,852,379,40675,1
63,35,345836,69667,2610,4574,2610,2606,1285,143081,1
60,41,571527,39516,8504,23252,8504,9024,4177,630585,1
67,48,9982,13451,4437,12339,4437,9283,2798,625460,1
66,61,168147,45898,36365,20783,36365,7096,2592,631803,1
77,78,177085,39621,29817,8586,29817,7439,4847,740057,1
74,83,242717,34266,17767,30440,17767,6921,12632,683835,1
69,84,486432,47229,45804,3078,45804,21173,7488,618635,1
67,74,1350845,183994,26690,30457,26690,13918,6222,580984,1
60,60,980729,237704,11395,30762,11395,12603,6593,706411,1
50,47,29163,37184,3928,4391,3928,1446,414,45879,1
35,38,661270,144750,28320,7774,28320,9599,6606,584733,1
44,38,114778,16415,3158,3724,3158,3758,3192,173997,1
57,51,139916,30010,24886,15329,24886,10575,5070,646883,1
63,54,344485,90217,29502,4979,29502,6743,12697,695840,1
69,64,264492,51122,34039,22709,34039,11326,11391,634038,1
70,70,438861,27732,20337,3843,20337,8227,7376,647629,1
66,64,472514,49658,4544,14506,4544,6324,6238,657567,1
70,69,23015,15650,13995,2307,13995,2961,5106,714144,1
78,61,318643,76906,41625,4341,41625,16161,4382,615778,1
70,61,256957,67491,9822,12399,9822,3533,5759,657111,1
80,56,67414,27969,6926,8764,6926,8797,4961,685303,1
64,48,1123221,116772,11893,946,11893,8620,2911,659885,1
67,37,52597,45576,5298,4274,5298,9237,5133,617590,1
80,44,229398,16583,20413,5215,20413,5747,2148,634944,1
75,38,93589,45802,5044,8122,5044,7650,2550,648582,1
67,43,2311030,299619,32789,17245,32789,12497,5355,615326,1
57,51,1518103,194873,52396,42204,52396,17440,3770,613607,1
48,37,2050135,187387,3821,19023,3821,10757,3213,618100,1
37,47,397065,143990,103902,24475,103902,11515,7404,641561,1
47,67,179603,18028,41143,11950,41143,6404,2833,656064,1
54,81,198823,52171,13611,10575,13611,5099,2776,663206,1
44,64,277382,254407,7530,17709,7530,5291,5143,651645,1
44,54,193026,25268,10782,9743,10782,4000,1659,634870,1
47,53,112884,18769,16091,3615,16091,6885,3144,666530,1
47,48,2554467,98466,17814,5208,17814,7454,5922,677267,1
63,64,2681895,89850,27741,59219,27741,16126,3598,694223,1
67,60,110524,41996,3957,13609,3957,9080,2798,618643,1
64,63,80883,22082,30543,8638,30543,7441,4695,692483,1
66,83,308138,14291,10169,12491,10169,3549,5821,655510,1
44,67,485900,348905,12382,7601,12382,6226,3215,654165,1
41,61,198797,60836,4857,23717,4857,7948,12210,652542,1
60,47,69776,13358,1819,6272,1819,10337,10921,659329,1
63,38,124858,64418,23138,8941,23138,10979,2495,637606,1
83,54,150589,20667,9803,4747,9803,4720,5985,603102,1
74,48,330752,264146,24711,24044,24711,10790,2166,597072,1
67,57,277146,22237,21350,11748,21350,15293,2153,604472,1
67,57,5820,29683,13691,2217,13691,5436,11947,647399,1
75,57,67132,18839,5373,4868,5373,9003,5324,626762,1
80,54,1142794,128720,3814,11954,3814,8079,2557,660325,1
69,48,228293,33375,5930,9756,5930,3998,14952,647475,1
77,51,120831,15963,8164,16761,8164,9427,3898,611366,1
83,54,55714,4728,2019,5752,2019,10484,3235,659607,1
90,66,278616,10512,2252,4666,2252,2424,3873,650033,1
94,66,151154,47535,22248,6966,22248,14726,5252,622569,1
74,61,453497,125640,31508,18069,31508,4695,4609,601350,1
51,60,260578,101744,23058,22091,23058,10569,5676,618126,1
41,63,1313291,72163,41012,17683,41012,6823,1986,629424,1
35,64,58800,9641,228,5267,228,1304,668,153188,1
48,56,60498,34781,4432,2729,4432,5060,4930,642366,1
53,56,268189,41869,5159,12301,5159,8001,3438,621857,1
64,41,1091751,121321,71975,16823,71975,14435,6799,647399,1
67,48,981634,126660,44756,8813,44756,29150,7986,606225,1
74,48,14012,44761,14025,6748,14025,13800,4818,629300,1
67,51,196007,61966,5818,8284,5818,10971,2406,640279,1
61,48,317778,54981,17090,13347,17090,3498,4226,638452,1
44,38,103633,47345,1838,2017,1838,1381,1267,163533,1
37,41,110494,18975,4838,5467,4838,2731,1497,155605,1
38,56,532025,24976,29087,8353,29087,10154,6200,638745,1
51,56,656169,33926,21376,8223,21376,11190,4668,660775,1
63,81,1255429,27302,70441,18872,70441,11445,5049,638667,1
74,80,9599,15831,7212,2874,7212,6950,3702,671944,1
78,70,723738,27381,2601,14928,2601,11758,4304,705154,1
88,61,436737,15297,17674,2347,17674,8688,4552,630017,1
87,64,9641,17451,6851,9772,6851,8286,1345,681921,1
69,64,154847,41649,2580,14278,2580,2640,4435,682726,1
67,63,54931,22010,10420,3243,10420,4502,5875,657207,1
56,53,240538,54086,5725,3520,5725,4953,3863,609777,1
54,48,296055,16381,1501,11557,1501,6413,3265,692333,1
57,40,202231,178353,3537,22780,3537,12624,5458,696999,1
44,40,76436,160670,9839,55611,9839,6211,3980,691289,1
54,43,9433,25410,1432,5652,1432,7616,4239,700108,1
54,47,81243,17006,4983,11361,4983,7076,9118,681826,1
61,57,3661,25626,19223,800,19223,6248,4304,689918,1
74,57,73639,66245,22945,6867,22945,8621,5076,635389,1
77,54,14312,29792,5126,933,5126,12689,3647,674126,1
75,61,55853,14711,20474,6422,20474,6669,5602,706735,1
77,64,208390,11697,8447,7506,8447,5095,5762,679980,1
57,41,502336,653335,1624,2720,1624,9077,4032,631601,1
60,56,207866,19160,10010,14535,10010,16031,5814,646166,1
57,53,137797,32654,10544,13270,10544,7854,2493,672668,1
47,41,97276,44815,1669,3325,1669,2287,603,168760,1
64,61,170871,74283,7707,5574,7707,8682,3201,634010,1
56,56,94574,50808,15199,11549,15199,12944,3937,632365,1
51,60,97177,56772,12656,34034,12656,7199,3759,660131,1
61,67,507459,32629,15127,2659,15127,7426,8372,708108,1
66,75,262510,50275,15400,11354,15400,12888,1755,671892,1
54,69,772760,195822,22816,8383,22816,10304,9169,673317,1
60,70,1838000,39369,48454,16144,48454,14202,6925,701634,1
53,77,333088,62285,40167,14667,40167,10677,7503,737589,1
44,80,203782,143550,23673,9131,23673,3032,5121,154083,1
29,78,750831,144700,84107,35743,84107,9179,10794,628047,1
27,78,1536790,13820,5554,7051,5554,2964,1329,145459,1
38,84,201747,62408,12869,55941,12869,13328,7332,677535,1
35,74,276776,257981,25445,16470,25445,7114,1969,693856,1
24,70,151585,196553,27460,35399,27460,10088,3958,677329,1
30,75,721859,30126,13932,21661,13932,5879,5854,669252,1
26,77,380267,41016,16379,35113,16379,5686,7874,693503,1
35,87,306678,96759,53900,13416,53900,9121,9419,707363,1
44,83,298292,42305,5168,7957,5168,6288,10676,743420,1
48,81,199127,82768,56139,5706,56139,15794,12549,656399,1
37,70,224199,467150,54778,38106,54778,9704,4229,660014,1
38,75,314974,87642,11626,15171,11626,7486,7312,677890,1
44,77,76468,14106,5487,9361,5487,6940,5039,693220,1
66,81,175869,32531,4668,18414,4668,9232,3770,706856,1
75,74,31862,27898,3438,7821,3438,10880,7194,654874,1
80,69,296663,119551,8478,17283,8478,15949,4114,635636,1
64,64,218061,10823,3683,1078,3683,816,329,39341,1
50,63,233165,57414,25341,3795,25341,3244,2678,159017,1
41,66,323073,18457,9286,6766,9286,10093,4348,635344,1
47,69,120454,57220,33947,10001,33947,7910,2467,655340,1
48,75,87283,32538,17760,14733,17760,3173,5895,730080,1
53,83,1344508,114847,23960,58150,23960,12927,7201,676947,1
44,78,305764,19982,3167,1751,3167,2994,1688,187213,1
47,77,717808,49624,19529,8296,19529,7313,4118,731944,1
51,70,77818,82208,34664,10757,34664,10292,8648,722064,1
57,64,550171,122197,16713,12802,16713,22160,14664,603838,1
61,70,1260626,195404,82943,56665,82943,53438,23542,541496,1
61,78,127883,9040,4442,8696,4442,2301,877,32472,1
50,77,414153,119877,34952,13215,34952,3492,1058,155566,1
35,83,238499,82946,31844,13740,31844,3843,6145,146535,1
21,70,136826,404627,8567,27424,8567,14509,11890,697979,1
40,74,316934,259499,100330,38294,100330,37198,11181,687357,1
41,66,1002342,484190,82537,28171,82537,21281,31553,670118,1
43,78,762501,352856,127373,73367,127373,25790,16002,673406,1
27,63,890441,159238,2999,13904,2999,5946,1104,155712,1
26,54,1165541,74351,5058,5994,5058,6214,2331,180270,1
43,60,1467206,75312,11164,43470,11164,29685,9730,672035,1
40,54,1321478,653193,115444,66285,115444,20900,13780,656805,1
41,56,1054154,180881,15055,8565,15055,9094,6043,138103,1
35,63,185525,95624,20221,16955,20221,5323,1723,145667,1
26,61,142422,205340,45533,28228,45533,24960,21740,648798,1
47,63,1309593,66165,16969,18208,16969,24109,6125,154487,1
54,74,250254,15144,5476,4622,5476,3325,1126,40926,1
67,78,260002,8228,5375,5661,5375,2722,1380,28870,1
61,75,1837440,273629,34458,21039,34458,15000,14494,433005,1
51,66,1711980,100011,7107,6274,7107,8150,2164,114421,1
